"miRNA","Target / Target pathway","Support","Source","Experiment(s)","Reference - PMID"
"hsa-miR-302a-3p","HSD17B7P2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","EPHA4","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CD53","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SEMA3C","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MIP","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","IFIT1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","KMT5B","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","BOC","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","C16orf72","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DLD","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","KCNJ13","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","STK17B","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TRPC5","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","HNRNPC","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","C12orf73","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CRHBP","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MUC7","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ARL4C","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MSTN","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SLC2A2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DAZAP2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","LAMP2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","KIF26B","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","POGLUT1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PTPN21","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","OFD1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","FAM118A","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PFN2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ARHGAP30","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CYP26B1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","FBXL17","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","LCOR","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","FBXL4","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PIP4K2A","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","FAHD1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DYRK2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","H2AFJ","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CYB5B","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SPATA6L","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SRPRB","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ADSL","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ICE2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","HSD17B7","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DLAT","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MYH11","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RPL23AP82","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","FNDC3A","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","GANC","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DSEL","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","BCL10","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","C5orf22","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DDIAS","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SH3BP4","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SLCO3A1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RND3","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ACTBL2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","GTF2IP1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SOCS5","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","HS3ST2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SMIM3","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","GBP2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","E2F6","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MMS22L","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PPP1R3C","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TXNDC17","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RAD23B","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ATP6V0B","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RIC1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DCAF5","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MSANTD4","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PLEKHF2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","NACAP1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","UBE2QL1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SNX13","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PWRN1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","YWHAG","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DRAM2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","OMA1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TUSC3","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","YTHDF1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DNAJC3","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","LEFTY2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CYP4V2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CFDP1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RFLNA","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TMEM217","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","FZD6","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ECT2L","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CENPJ","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PCGF5","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","VPS50","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PTEN","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PRIMPOL","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PRMT8","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PPIH","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SERPINA10","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PPP1R1C","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RELA","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DPF3","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","LRRC10","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TNKS","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PARP9","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CLDN23","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TMEM123","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SCN2A","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SPATA18","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CFLAR","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ANKRD50","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","BLOC1S6","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DACH1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","HAUS5","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SASH1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ICK","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SAXO1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PAPOLG","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DTNA","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","AUNIP","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","C16orf91","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","GLA","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","EPSTI1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","NUMA1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","XG","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","COPS8","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MYL12B","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MS4A14","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ERBB3","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PTPDC1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","NAA16","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MFN2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","IGDCC3","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TRIM36","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RPS27A","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TMEM140","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ITSN2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ZBTB7A","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ACBD5","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RSBN1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CPNE1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","OSTM1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PCDH9","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","KCNMA1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","EMC6","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TLE1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ITGB3BP","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","APOL1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RBM34","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MTUS1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TMSB15B","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","C5orf30","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SRSF1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MYD88","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","NPAP1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","KBTBD8","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","GPNMB","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MARF1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","EMILIN1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CLPSL2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ZFP36L1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","BAGE","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SETBP1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PPP6C","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RDX","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","GLUL","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","LHFPL3","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","LMO3","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SPACA4","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SZT2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ZCCHC8","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","KIAA1211","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MARCH7","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","OSGEPL1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","LAMP3","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RYR2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SCUBE2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ARL13B","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PPIP5K2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TDG","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","EIF4E1B","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","NANS","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","JRKL","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","P2RY14","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TMEM132A","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MARC1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PLEKHA1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","BTAF1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DCLRE1C","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CRB1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CHURC1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","FCGR2B","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MAPRE2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","LRGUK","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MPZL2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","GNB5","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DRAM1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","BTG3","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MMP23A","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","C1orf43","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MMP23B","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SNRK","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TGM2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","LMOD3","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","GLO1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RPS20","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","KITLG","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CAB39","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ECT2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PPM1L","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","WAC","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","USP16","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SNAP47","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RCL1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MARCH8","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","POLQ","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PTPMT1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DYNC1LI2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CDC23","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","NARF","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","GOLGA6L9","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ZNF473","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TMEM131L","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RBL1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CCNG1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MBNL3","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ZFP90","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","UBL3","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MAP3K2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MTUS2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","NRCAM","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","THEMIS","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","GABRE","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","GABRR1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","NOTCH4","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MEIS3P1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","C18orf54","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","FGD4","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ZNF367","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ZBTB5","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RBM42","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TUBBP5","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PRSS35","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SHPRH","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","YPEL5","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","BICRAL","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MIGA1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CDK15","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","LEF1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RPE","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CIB2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DIAPH2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DESI2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TANC2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CARF","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PRRG1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SIRT5","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CDCA2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TMED5","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ITGB3","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","BTN3A1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MTURN","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ZBTB33","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ZNF597","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CDC40","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CEP250","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ANKRD44","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PPHLN1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","STBD1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DNAJC24","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CMKLR1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TRIM7","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RBM4","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","OR51E1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","KNSTRN","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CORO2B","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RBM44","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SOS1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SLC39A6","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MEIS1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","FAM27C","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ISM1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CXorf67","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","IQCH","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SLC35A5","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","NAGK","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","GTF3C3","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RB1CC1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TEX2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TRIM44","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","HCFC2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","LTA4H","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PGBD5","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","KIF5B","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","SCN1A","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CLLU1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PGRMC1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MBLAC2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CALB2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","FMR1","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DHRSX","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ZC3H13","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CRTC2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","FASLG","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","PDE8A","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","BMPR1A","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MNT","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","HPS5","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","VPS35","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","MAST2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TRHDE","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TSEN2","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","ZBTB43","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","RNF103","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DCUN1D4","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","DST","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","CTSA","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TMEM202","V","microrna.org","N/A","N/A"
"hsa-miR-302a-3p","TSHZ3","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","UBE2B","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","VPS35","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","ZBTB41","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","ABCG2","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","ADAT2","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","AKAP5","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","ARHGAP30","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","ARID4A","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","BTG1","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","CTSS","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","DCX","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","ZFYVE26","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","DERL2","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","DPP8","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","GABRE","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","GALNT3","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","ZKSCAN1","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","GNPDA2","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","HS3ST4","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","JAK1","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","JRKL","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","KDM1B","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","ZNF474","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","KMT2A","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","KMT5C","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","LARP1B","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","LHX6","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","LRRC66","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","MARK1","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","MIB1","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","MPC1","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","NEUROD6","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","NFIB","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","PAG1","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","PAK5","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","PBX3","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","PPP3R1","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","RAB11A","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","RAB22A","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","RABGAP1","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","RNF6","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","SAR1B","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","SCARA5","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","ST8SIA2","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","TGFBR2","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","TIMM17A","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","TPD52L3","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","TRIM6","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","PSD3","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","NR4A3","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","SH3TC2","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","MARCH5","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","PLAG1","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","GLIS3","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","PAPOLA","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","PRRG1","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","ADGRE2","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","PRDM8","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","OLFM3","V","BCmicrO","N/A","N/A"
"hsa-miR-302a-3p","IKZF2","V","BCmicrO","N/A","N/A"
