miRNA,Target / Target pathway,Support,Source,Experiment(s),Reference - PMID,,
hsa-miR-16-5p,RAB11FIP1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CTDSPL,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RAB10,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MLXIP,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PLXNA2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,BMI1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ABR,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,HDAC4,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,GLCE,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CYB5D1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MKL2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CDON,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PIK3R1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,YAP1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CPLX2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TBC1D8B,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NEO1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RAD23B,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CLCN3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,VCPIP1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SEL1L,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,GATAD2B,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ACTR2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,HNRNPU,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,IGF2BP1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,OTOF,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,DCAF7,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TBL1X,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TMCC1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TNRC6A,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,AP3M1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RNF111,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ARL3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TMEM255A,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RPS6KB1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,LIN28B,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,BTBD3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TEAD1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,EFNB2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MAPK1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,VOPP1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,EPHA7,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PMP22,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NRG1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CREBL2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CNOT6,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,UBE2V1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SLC9A6,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,OTOGL,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,AKT3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ARPP19,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NFE2L1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,BHLHE41,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SLC12A2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PUM1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MIER3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CBL,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,DENND2C,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CDK12,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,H3F3B,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ANKIB1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,METTL9,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,GPATCH8,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MEF2D,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CD40,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RICTOR,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,UBE2E1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SCN3B,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,GNB1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NAV2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,VPS13D,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,BMPR2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,DYRK1A,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SLC9A1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PATZ1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MACROD2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,USP15,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ZBTB8A,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ZNRF2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NRP2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,BCL9,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PCDH9,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,LCA5,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,USP37,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CEP350,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,DIXDC1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,FLRT2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NCKIPSD,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SRSF1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PLEKHA6,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SLC44A1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ZCCHC3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PPP1CB,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RIMS4,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ATP13A3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NTRK2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ERCC6L2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,OCRL,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SLC19A2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,STRN,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,THAP2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,FNBP1L,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SIPA1L2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SEMA6D,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PDE4A,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NEGR1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ASH1L,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,STC1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ANKRD12,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CADM1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,AMOT,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RCOR3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PTBP3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CDK17,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,KLHL18,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,DEDD,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,BRWD1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PLCB1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MOB4,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SMC1A,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,KMT2C,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,LPP,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,KANK1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SERF2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MAP2K4,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,HBP1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,BZW1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MAGT1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NRIP1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,UBE2G1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ICA1L,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,EIF4A2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,METAP2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RASSF5,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TMOD1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,KALRN,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ARHGAP20,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,DICER1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TPR,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ANKRD46,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,IVNS1ABP,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,EYA4,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,DACT1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SP4,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MED13,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,UBQLN1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,LARP4B,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,FAM155B,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SLC2A3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NUFIP2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SLITRK1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NLGN1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PPP3CB,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NR3C1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,STAU2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MIPOL1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SNPH,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PAPPA,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NRP1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NSD3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ZC3H11A,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PTEN,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MAPRE1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ELAVL2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,STXBP3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NCOA5,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,DCBLD2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NAB1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,GAPVD1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,LARP4,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MMP24,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ME1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,EIF5A2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,KHDRBS1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,G3BP2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NAA50,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ABCF2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,GMFB,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MCMBP,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MAP3K3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SPTBN1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,APC,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,GRHL2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,FKBP5,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,HS3ST4,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PLEKHA1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,BHLHE22,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,UBR3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,KDM2A,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MECP2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SLC1A1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,LCOR,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SMARCD2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ESYT2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MAPKBP1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RUNX1T1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CAPZA2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,POU4F1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CBFB,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ARRDC3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,FGF5,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,FAM219A,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RAI14,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PELI1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SRF,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TMEM106B,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,GPD2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,BSN,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,FAM222B,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,QRICH1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NCBP3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,FAM160A1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,EPB41L1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TSC22D2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,IQGAP1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ZSCAN26,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CACHD1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MECOM,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CCNYL1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MAP4K4,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PGBD5,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,EGLN3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TBX2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SIRT1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,BAZ2A,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MAP3K21,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,XIAP,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NFIX,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CSMD3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,AMER1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CXCR5,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,LIN7C,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,FAM13B,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CIT,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,LEMD3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,EN2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PCDH7,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,FAM135A,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,B4GALT1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ADSS,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CAV2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,BLCAP,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,UBE2A,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NTNG1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ZBTB4,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MFHAS1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,HOXB4,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SLC12A5,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MEX3C,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ZIC5,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,UNC13B,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SP1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PKM,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,STK39,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,DDX3Y,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MAFK,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,YIPF4,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,LDB2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SYNDIG1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PROSER1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MAP3K7,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SPRY2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SMARCAD1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,FBXL20,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SERP1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ZNF362,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,KCNK2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PURA,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PAN3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SREK1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,HSPA4L,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,GPATCH2L,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NONO,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,DMTF1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SMARCD1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CANX,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MPP5,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PPM1B,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SERPINH1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SLC35F1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SLC4A4,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PIM1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,GIT1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,USP47,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TCF12,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TRAF7,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,HLTF,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ZYG11B,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TMTC2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RAD21,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CSPG5,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,EDA,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PCDHAC1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CTDSPL2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RHOQ,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,POLR3D,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SPTLC1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SCN4B,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CTTNBP2NL,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ZCCHC2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CSNK2A1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CAPRIN1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SNX10,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RALGAPA1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TRIM2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,BCL2L15,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SCAF11,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,WSB1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,C5orf30,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CDK16,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PDGFC,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CPEB1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CADM2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ZNF410,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,C16orf72,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RBM5,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RACGAP1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,C11orf42,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PPP1R9B,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RBBP5,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MATN2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,EMSY,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ADAMTS19,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,IST1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NUP62,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,FBXO11,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,FGF13,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TIAL1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,FGF7,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SLC2A1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,LIMCH1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,AUTS2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RAB30,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SOX5,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PAPOLA,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PHLDA3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PDP1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,FOXP2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,BTF3L4,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CDH11,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TRAPPC3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RBBP6,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,C18orf32,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ANKRD34A,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SPRED1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PRKCG,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,BRPF1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MTDH,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,BIRC6,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,HCN1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SLAIN1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SP5,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RHOA,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,STAU1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CACNA2D2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,HOXB3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,UNC79,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PLAGL1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ARGLU1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ZNF207,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,FZD3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PTPN1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RCOR1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,HECTD1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,HDGFL3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,GALNTL6,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,FAM120C,V,MultiMiTar,N/A,N/A,,
